,locName,catName,rating,noOfReviews,distance,latitude,longitude,latlon
0,The Wilson Street Pantry,cafes,4.5,86,48.99983580415026,55.858167,-4.245483,"55.858167,-4.245483"
1,Paesano Pizza,pizza,4.5,150,359.68979202749676,55.858167,-4.245483,"55.858167,-4.245483"
2,Café Gandolfi,seafood,4.5,67,85.93842446775136,55.858167,-4.245483,"55.858167,-4.245483"
3,The Pot Still,pubs,4.5,127,928.0676458871758,55.858167,-4.245483,"55.858167,-4.245483"
4,Bread Meats Bread,burgers,4.0,176,776.8929034161413,55.858167,-4.245483,"55.858167,-4.245483"
5,BrewDog DogHouse,pubs,4.5,48,206.2587797260472,55.858167,-4.245483,"55.858167,-4.245483"
6,Riverhill Coffee Bar,coffee,4.5,84,698.7598708361669,55.858167,-4.245483,"55.858167,-4.245483"
7,The Butterfly and the Pig,scottish,4.5,257,1174.3067912242104,55.858167,-4.245483,"55.858167,-4.245483"
8,13th Note,bars,4.0,85,252.88175106325806,55.858167,-4.245483,"55.858167,-4.245483"
9,Mono,bars,4.0,86,280.8064452624766,55.858167,-4.245483,"55.858167,-4.245483"
10,The Dhabba,indpak,4.0,54,15.97287539354508,55.858167,-4.245483,"55.858167,-4.245483"
11,Blackfriars,pubs,4.0,59,54.506141062093064,55.858167,-4.245483,"55.858167,-4.245483"
12,Trans-Europe Café,modern_european,4.5,42,216.88929161459032,55.858167,-4.245483,"55.858167,-4.245483"
13,Hutchesons Bar & Brasserie,scottish,4.0,51,225.3515957590883,55.858167,-4.245483,"55.858167,-4.245483"
14,Stereo,bars,4.5,99,846.7295656891306,55.858167,-4.245483,"55.858167,-4.245483"
15,Tempo Tea Bar,bubbletea,4.5,37,448.44683561537397,55.858167,-4.245483,"55.858167,-4.245483"
16,Spitfire Espresso,coffee,4.5,34,137.14638395380337,55.858167,-4.245483,"55.858167,-4.245483"
17,Drygate Brewing Co,breweries,4.0,82,766.7344119644806,55.858167,-4.245483,"55.858167,-4.245483"
18,Gandolfi Fish To Go,seafood,4.5,28,106.09317376756032,55.858167,-4.245483,"55.858167,-4.245483"
19,Russian Cafe-Gallery Cossachok,russian,4.5,32,157.01293187097838,55.858167,-4.245483,"55.858167,-4.245483"
20,Ubiquitous Chip,bars,4.5,152,477.5428933848497,55.878278,-4.288487,"55.878278,-4.288487"
21,Glasgow Botanic Gardens,parks,4.5,56,213.25365821929327,55.878278,-4.288487,"55.878278,-4.288487"
22,Papercup Coffee Company,breakfast_brunch,4.5,64,291.46607461047427,55.878278,-4.288487,"55.878278,-4.288487"
23,Cail Bruich West,scottish,4.5,36,96.92415555328824,55.878278,-4.288487,"55.878278,-4.288487"
24,Oran Mor,pubs,3.5,130,107.18836836235869,55.878278,-4.288487,"55.878278,-4.288487"
25,Stravaigin,scottish,4.5,98,741.7395168561117,55.878278,-4.288487,"55.878278,-4.288487"
26,Cottonrake,bakeries,4.5,42,528.8185370273635,55.878278,-4.288487,"55.878278,-4.288487"
27,The Hanoi Bike Shop,vietnamese,4.0,117,490.3100203677502,55.878278,-4.288487,"55.878278,-4.288487"
28,Hillhead Bookclub,bars,4.0,71,196.89625402506962,55.878278,-4.288487,"55.878278,-4.288487"
29,Kember & Jones,breakfast_brunch,4.5,51,689.7899906353798,55.878278,-4.288487,"55.878278,-4.288487"
30,Dumpling Monkey,dimsum,4.5,93,1094.7458122591822,55.878278,-4.288487,"55.878278,-4.288487"
31,Ashoka,indpak,4.5,42,457.0120597779826,55.878278,-4.288487,"55.878278,-4.288487"
32,Bread Meats Bread,burgers,4.5,17,111.31016773685108,55.878278,-4.288487,"55.878278,-4.288487"
33,Inn Deep,pubs,4.0,51,607.5543238240871,55.878278,-4.288487,"55.878278,-4.288487"
34,Little Italy,hotdogs,4.0,58,577.6387613607544,55.878278,-4.288487,"55.878278,-4.288487"
35,Brel,belgian,4.0,72,515.2901383565456,55.878278,-4.288487,"55.878278,-4.288487"
36,Number 16 Restaurant,british,4.5,48,1051.8884634235226,55.878278,-4.288487,"55.878278,-4.288487"
37,Tchai-Ovna House of Tea,vegetarian,4.0,63,746.0939834308399,55.878278,-4.288487,"55.878278,-4.288487"
38,The Belle,pubs,4.0,30,258.68801196440756,55.878278,-4.288487,"55.878278,-4.288487"
39,The Left Bank,wine_bars,4.0,65,738.5426533922256,55.878278,-4.288487,"55.878278,-4.288487"
40,The Butterfly and the Pig,scottish,4.5,257,684.4631144984301,55.864788,-4.271852,"55.864788,-4.271852"
41,The Pot Still,pubs,4.5,127,906.3301033738607,55.864788,-4.271852,"55.864788,-4.271852"
42,Singl-end Garnethill,cafes,4.5,64,297.423784013592,55.864788,-4.271852,"55.864788,-4.271852"
43,Ox And Finch,tapasmallplates,4.5,98,806.9278486723982,55.864788,-4.271852,"55.864788,-4.271852"
44,Nanakusa,japanese,4.0,72,192.64169336746573,55.864788,-4.271852,"55.864788,-4.271852"
45,Chinaski's,bars,4.5,43,143.36382210302025,55.864788,-4.271852,"55.864788,-4.271852"
46,Where The Monkey Sleeps,coffee,4.5,68,639.6778539504198,55.864788,-4.271852,"55.864788,-4.271852"
47,Two Fat Ladies at The Buttery,seafood,4.5,48,430.6948302428464,55.864788,-4.271852,"55.864788,-4.271852"
48,Bread Meats Bread,burgers,4.0,176,1030.9266456376097,55.864788,-4.271852,"55.864788,-4.271852"
49,Bon Accord,pubs,4.5,37,70.68889375842129,55.864788,-4.271852,"55.864788,-4.271852"
50,Nice N Sleazy,bars,4.0,79,225.24896706447393,55.864788,-4.271852,"55.864788,-4.271852"
51,King Tut's Wah Wah Hut,pubs,4.5,66,490.070708903984,55.864788,-4.271852,"55.864788,-4.271852"
52,McPhabbs,pubs,4.0,47,330.7259346198341,55.864788,-4.271852,"55.864788,-4.271852"
53,Mother India,indpak,4.5,71,754.946200847398,55.864788,-4.271852,"55.864788,-4.271852"
54,Bloc+,pubs,4.0,92,782.2336865136502,55.864788,-4.271852,"55.864788,-4.271852"
55,Cubatas Tapas Bar,spanish,4.5,32,253.73963902297567,55.864788,-4.271852,"55.864788,-4.271852"
56,The Tiki Bar & Kitsch Inn,thai,4.0,64,467.3688109046142,55.864788,-4.271852,"55.864788,-4.271852"
57,Sichuan House,chinese,4.5,35,424.6093156088403,55.864788,-4.271852,"55.864788,-4.271852"
58,Stereo,bars,4.5,99,956.416416225269,55.864788,-4.271852,"55.864788,-4.271852"
59,The Hidden Lane Tearoom,tea,4.5,62,732.5744978185706,55.864788,-4.271852,"55.864788,-4.271852"
60,Paesano Pizza,pizza,4.5,150,704.6688944876482,55.862983,-4.241,"55.862983,-4.241"
61,The Wilson Street Pantry,cafes,4.5,86,586.5935809018404,55.862983,-4.241,"55.862983,-4.241"
62,Café Gandolfi,seafood,4.5,67,565.5850677594572,55.862983,-4.241,"55.862983,-4.241"
63,Bread Meats Bread,burgers,4.0,176,971.4556014119994,55.862983,-4.241,"55.862983,-4.241"
64,Drygate Brewing Co,breweries,4.0,82,553.5785137695843,55.862983,-4.241,"55.862983,-4.241"
65,Riverhill Coffee Bar,coffee,4.5,84,970.9444883316579,55.862983,-4.241,"55.862983,-4.241"
66,BrewDog DogHouse,pubs,4.5,48,593.2857928876651,55.862983,-4.241,"55.862983,-4.241"
67,Hutchesons Bar & Brasserie,scottish,4.0,51,547.4418676242259,55.862983,-4.241,"55.862983,-4.241"
68,Tempo Tea Bar,bubbletea,4.5,37,794.7610591682771,55.862983,-4.241,"55.862983,-4.241"
69,13th Note,bars,4.0,85,855.7107219131824,55.862983,-4.241,"55.862983,-4.241"
70,Spitfire Espresso,coffee,4.5,34,482.8243006348198,55.862983,-4.241,"55.862983,-4.241"
71,Blackfriars,pubs,4.0,59,603.8253295417503,55.862983,-4.241,"55.862983,-4.241"
72,Mono,bars,4.0,86,873.9764577518573,55.862983,-4.241,"55.862983,-4.241"
73,The Dhabba,indpak,4.0,54,620.155318665401,55.862983,-4.241,"55.862983,-4.241"
74,Laboratorio Espresso,coffee,4.5,44,861.2846322393282,55.862983,-4.241,"55.862983,-4.241"
75,Trans-Europe Café,modern_european,4.5,42,801.833545985247,55.862983,-4.241,"55.862983,-4.241"
76,Chaakoo Bombay Cafe,indpak,4.5,33,946.6972184992176,55.862983,-4.241,"55.862983,-4.241"
77,Nippon Kitchen,japanese,4.0,77,882.3576115668385,55.862983,-4.241,"55.862983,-4.241"
78,Gandolfi Fish To Go,seafood,4.5,28,527.5412371330904,55.862983,-4.241,"55.862983,-4.241"
79,Ichiban,japanese,4.0,74,821.614480263151,55.862983,-4.241,"55.862983,-4.241"
80,Paesano Pizza,pizza,4.5,150,947.0831514777258,55.8525,-4.25885,"55.8525,-4.25885"
81,The Wilson Street Pantry,cafes,4.5,86,1044.8196480569109,55.8525,-4.25885,"55.8525,-4.25885"
82,Riverhill Coffee Bar,coffee,4.5,84,905.107642653828,55.8525,-4.25885,"55.8525,-4.25885"
83,Stereo,bars,4.5,99,958.5460234170688,55.8525,-4.25885,"55.8525,-4.25885"
84,Café Gandolfi,seafood,4.5,67,1117.5831285443746,55.8525,-4.25885,"55.8525,-4.25885"
85,Alston Bar & Beef,steak,4.5,51,875.6395665831218,55.8525,-4.25885,"55.8525,-4.25885"
86,13th Note,bars,4.0,85,843.0206486528883,55.8525,-4.25885,"55.8525,-4.25885"
87,Laurieston Bar,pubs,4.5,18,37.23650742133803,55.8525,-4.25885,"55.8525,-4.25885"
88,Mono,bars,4.0,86,869.1306386399417,55.8525,-4.25885,"55.8525,-4.25885"
89,Tempo Tea Bar,bubbletea,4.5,37,890.546601719873,55.8525,-4.25885,"55.8525,-4.25885"
90,BrewDog DogHouse,pubs,4.5,48,1021.0153986024366,55.8525,-4.25885,"55.8525,-4.25885"
91,Chaakoo Bombay Cafe,indpak,4.5,33,992.7183198896348,55.8525,-4.25885,"55.8525,-4.25885"
92,Trans-Europe Café,modern_european,4.5,42,933.3109147064145,55.8525,-4.25885,"55.8525,-4.25885"
93,Ichiban,japanese,4.0,74,831.5601304279028,55.8525,-4.25885,"55.8525,-4.25885"
94,Nic's NYC Deli,newamerican,4.5,22,568.19532854531,55.8525,-4.25885,"55.8525,-4.25885"
95,Two Fat Ladies at The Buttery,seafood,4.5,48,1238.043704238643,55.8525,-4.25885,"55.8525,-4.25885"
96,Rogano,seafood,4.5,49,904.9799274578276,55.8525,-4.25885,"55.8525,-4.25885"
97,Topolabamba,mexican,4.0,77,1007.0078776507662,55.8525,-4.25885,"55.8525,-4.25885"
98,Hutchesons Bar & Brasserie,scottish,4.0,51,1069.06126806711,55.8525,-4.25885,"55.8525,-4.25885"
99,The Lighthouse,architects,4.0,41,837.6250295135973,55.8525,-4.25885,"55.8525,-4.25885"
100,Paesano Pizza,pizza,4.5,150,234.0913202105239,55.857575,-4.249976,"55.857575,-4.249976"
101,The Wilson Street Pantry,cafes,4.5,86,270.1668241996312,55.857575,-4.249976,"55.857575,-4.249976"
102,The Butterfly and the Pig,scottish,4.5,257,1004.7706668511639,55.857575,-4.249976,"55.857575,-4.249976"
103,The Pot Still,pubs,4.5,127,765.2731224797301,55.857575,-4.249976,"55.857575,-4.249976"
104,Bread Meats Bread,burgers,4.0,176,596.2921030315597,55.857575,-4.249976,"55.857575,-4.249976"
105,Café Gandolfi,seafood,4.5,67,372.87144158871286,55.857575,-4.249976,"55.857575,-4.249976"
106,Riverhill Coffee Bar,coffee,4.5,84,490.24418701444563,55.857575,-4.249976,"55.857575,-4.249976"
107,BrewDog DogHouse,pubs,4.5,48,234.78684369152347,55.857575,-4.249976,"55.857575,-4.249976"
108,13th Note,bars,4.0,85,256.95976662574833,55.857575,-4.249976,"55.857575,-4.249976"
109,Stereo,bars,4.5,99,636.3539704955816,55.857575,-4.249976,"55.857575,-4.249976"
110,Tempo Tea Bar,bubbletea,4.5,37,263.661810629322,55.857575,-4.249976,"55.857575,-4.249976"
111,Mono,bars,4.0,86,320.86650955228777,55.857575,-4.249976,"55.857575,-4.249976"
112,Hutchesons Bar & Brasserie,scottish,4.0,51,284.62398642971283,55.857575,-4.249976,"55.857575,-4.249976"
113,Ichiban,japanese,4.0,74,194.2021033169153,55.857575,-4.249976,"55.857575,-4.249976"
114,Alston Bar & Beef,steak,4.5,51,569.6266163536261,55.857575,-4.249976,"55.857575,-4.249976"
115,Trans-Europe Café,modern_european,4.5,42,320.74425169453895,55.857575,-4.249976,"55.857575,-4.249976"
116,Chaakoo Bombay Cafe,indpak,4.5,33,550.9417344348834,55.857575,-4.249976,"55.857575,-4.249976"
117,The Dhabba,indpak,4.0,54,277.6790967215805,55.857575,-4.249976,"55.857575,-4.249976"
118,Blackfriars,pubs,4.0,59,332.75689264998624,55.857575,-4.249976,"55.857575,-4.249976"
119,Bloc+,pubs,4.0,92,921.7359410596528,55.857575,-4.249976,"55.857575,-4.249976"
120,The Butterfly and the Pig,scottish,4.5,257,623.5301156405126,55.865817,-4.251367,"55.865817,-4.251367"
121,The Pot Still,pubs,4.5,127,511.120280799781,55.865817,-4.251367,"55.865817,-4.251367"
122,Paesano Pizza,pizza,4.5,150,687.3368078037654,55.865817,-4.251367,"55.865817,-4.251367"
123,Bread Meats Bread,burgers,4.0,176,566.3293937440559,55.865817,-4.251367,"55.865817,-4.251367"
124,Riverhill Coffee Bar,coffee,4.5,84,658.4652152224962,55.865817,-4.251367,"55.865817,-4.251367"
125,The Wilson Street Pantry,cafes,4.5,86,879.4650570880635,55.865817,-4.251367,"55.865817,-4.251367"
126,Bloc+,pubs,4.0,92,542.4628912263244,55.865817,-4.251367,"55.865817,-4.251367"
127,Stereo,bars,4.5,99,667.4796445685965,55.865817,-4.251367,"55.865817,-4.251367"
128,Where The Monkey Sleeps,coffee,4.5,68,681.2314432730379,55.865817,-4.251367,"55.865817,-4.251367"
129,Laboratorio Espresso,coffee,4.5,44,343.1127549496428,55.865817,-4.251367,"55.865817,-4.251367"
130,The Flying Duck,bars,4.0,48,233.3434749598296,55.865817,-4.251367,"55.865817,-4.251367"
131,Café Gandolfi,seafood,4.5,67,960.02160495327,55.865817,-4.251367,"55.865817,-4.251367"
132,Rishi's Indian Aroma,indpak,4.5,40,409.3445539533252,55.865817,-4.251367,"55.865817,-4.251367"
133,Nippon Kitchen,japanese,4.0,77,471.2240158988906,55.865817,-4.251367,"55.865817,-4.251367"
134,Chaakoo Bombay Cafe,indpak,4.5,33,578.2753525098776,55.865817,-4.251367,"55.865817,-4.251367"
135,Alston Bar & Beef,steak,4.5,51,723.826495550463,55.865817,-4.251367,"55.865817,-4.251367"
136,Opium,dimsum,4.5,32,511.98602754399246,55.865817,-4.251367,"55.865817,-4.251367"
137,BrewDog DogHouse,pubs,4.5,48,746.9766840590817,55.865817,-4.251367,"55.865817,-4.251367"
138,Gin 71,cocktailbars,4.5,42,430.40956846456356,55.865817,-4.251367,"55.865817,-4.251367"
139,Tempo Tea Bar,bubbletea,4.5,37,694.5839094394911,55.865817,-4.251367,"55.865817,-4.251367"
140,The Forge Market,marketstalls,4.0,6,1143.2559690708204,55.846515,-4.208477,"55.846515,-4.208477"
141,Glasgow 2014 Athletes' Village,localflavor,5.0,1,276.51925380701437,55.846515,-4.208477,"55.846515,-4.208477"
142,Cuningar Loop,parks,4.5,2,691.6376171053884,55.846515,-4.208477,"55.846515,-4.208477"
143,Celtic View,printmedia,3.0,2,325.4131595449846,55.846515,-4.208477,"55.846515,-4.208477"
144,Kerrydale Bar,sportsbars,2.5,3,338.97245842409353,55.846515,-4.208477,"55.846515,-4.208477"
145,Super Cook,hotdogs,5.0,1,925.531840906421,55.846515,-4.208477,"55.846515,-4.208477"
146,McDonald's,hotdogs,3.5,2,1003.8399834880108,55.846515,-4.208477,"55.846515,-4.208477"
147,Supreme Steak Bar,foodstands,3.0,1,398.3242841732212,55.846515,-4.208477,"55.846515,-4.208477"
148,Pizza Hut,pizza,2.5,3,873.9417220176798,55.846515,-4.208477,"55.846515,-4.208477"
149,Bensons,coffee,2.5,3,987.7003790504962,55.846515,-4.208477,"55.846515,-4.208477"
150,Wans Golden Corner,hotdogs,4.0,2,1138.5590111407998,55.846515,-4.208477,"55.846515,-4.208477"
151,Rab Haws Kitchens,hotdogs,5.0,2,835.1470351166835,55.846515,-4.208477,"55.846515,-4.208477"
152,BB's Coffee and Muffins,coffee,3.0,1,930.8971485573112,55.846515,-4.208477,"55.846515,-4.208477"
153,McChans,chinese,3.0,1,1003.8399834868834,55.846515,-4.208477,"55.846515,-4.208477"
154,KFC,hotdogs,3.0,2,940.7852341959011,55.846515,-4.208477,"55.846515,-4.208477"
155,Old Black Bull,pubs,5.0,1,794.1187516941866,55.846515,-4.208477,"55.846515,-4.208477"
156,The Bank,pubs,3.0,1,865.9803395259868,55.846515,-4.208477,"55.846515,-4.208477"
157,People's Palace and Winter Gardens,museums,4.0,31,707.3430409330401,55.848939,-4.226823,"55.848939,-4.226823"
158,Glasgow Green,parks,4.5,25,847.7980132444037,55.848939,-4.226823,"55.848939,-4.226823"
159,Saint Luke's And The Winged Ox,bars,4.0,15,815.6179194784576,55.848939,-4.226823,"55.848939,-4.226823"
160,Doulton Fountain,localflavor,4.5,6,660.4157056764337,55.848939,-4.226823,"55.848939,-4.226823"
161,Harrington's Restaurant,coffee,5.0,4,93.60116081428615,55.848939,-4.226823,"55.848939,-4.226823"
162,Enzo's,hotdogs,4.0,5,545.8279053321362,55.848939,-4.226823,"55.848939,-4.226823"
163,The Little Cake Parlour,bakeries,4.5,4,439.1446130217618,55.848939,-4.226823,"55.848939,-4.226823"
164,Handmade Burger,burgers,3.5,17,1391.4137552743377,55.848939,-4.226823,"55.848939,-4.226823"
165,Sucre,breakfast_brunch,4.0,4,79.98743006622918,55.848939,-4.226823,"55.848939,-4.226823"
166,Grants The Bakers,bakeries,5.0,3,1016.4634219557867,55.848939,-4.226823,"55.848939,-4.226823"
167,Guido's Coronation Restaurant,fishnchips,4.0,7,1259.6200779098901,55.848939,-4.226823,"55.848939,-4.226823"
168,Torrance Inn,pubs,4.5,2,267.6812452304283,55.848939,-4.226823,"55.848939,-4.226823"
169,Food 2 Go,soup,5.0,2,544.5925929418522,55.848939,-4.226823,"55.848939,-4.226823"
170,St Andrew's Suspension Bridge,landmarks,4.5,3,717.056990889302,55.848939,-4.226823,"55.848939,-4.226823"
171,Marini's Fish Bar,fishnchips,3.5,3,189.93210000170032,55.848939,-4.226823,"55.848939,-4.226823"
172,St Marys Church,localflavor,4.0,3,589.4580896585887,55.848939,-4.226823,"55.848939,-4.226823"
173,McChuills Public House,pubs,3.5,11,1377.54714160997,55.848939,-4.226823,"55.848939,-4.226823"
174,Barrowland Park,parks,4.5,3,1195.0728456712257,55.848939,-4.226823,"55.848939,-4.226823"
175,Saffron,indpak,4.5,3,670.7432489961993,55.848939,-4.226823,"55.848939,-4.226823"
176,Bar 67,pubs,4.5,3,931.5861572856825,55.848939,-4.226823,"55.848939,-4.226823"
177,The Wilson Street Pantry,cafes,4.5,86,894.6005899348305,55.850554,-4.248127,"55.850554,-4.248127"
178,Café Gandolfi,seafood,4.5,67,886.9566637845121,55.850554,-4.248127,"55.850554,-4.248127"
179,Mono,bars,4.0,86,582.1892348640014,55.850554,-4.248127,"55.850554,-4.248127"
180,13th Note,bars,4.0,85,614.4488812004355,55.850554,-4.248127,"55.850554,-4.248127"
181,Trans-Europe Café,modern_european,4.5,42,651.5685613130136,55.850554,-4.248127,"55.850554,-4.248127"
182,BrewDog DogHouse,pubs,4.5,48,980.4268282369165,55.850554,-4.248127,"55.850554,-4.248127"
183,Tempo Tea Bar,bubbletea,4.5,37,1036.3525398255765,55.850554,-4.248127,"55.850554,-4.248127"
184,Glasgow Green,parks,4.5,25,526.4666324716989,55.850554,-4.248127,"55.850554,-4.248127"
185,Blackfriars,pubs,4.0,59,851.3067802219123,55.850554,-4.248127,"55.850554,-4.248127"
186,The Dhabba,indpak,4.0,54,847.2265456742479,55.850554,-4.248127,"55.850554,-4.248127"
187,Russian Cafe-Gallery Cossachok,russian,4.5,32,710.3847640803664,55.850554,-4.248127,"55.850554,-4.248127"
188,Ichiban,japanese,4.0,74,959.7293543191554,55.850554,-4.248127,"55.850554,-4.248127"
189,People's Palace and Winter Gardens,museums,4.0,31,671.0527044658747,55.850554,-4.248127,"55.850554,-4.248127"
190,Spitfire Espresso,coffee,4.5,34,998.4511774066683,55.850554,-4.248127,"55.850554,-4.248127"
191,Scotia Bar,pubs,4.0,27,546.6038946736307,55.850554,-4.248127,"55.850554,-4.248127"
192,Gandolfi Fish To Go,seafood,4.5,28,924.9736336690464,55.850554,-4.248127,"55.850554,-4.248127"
193,Nic's NYC Deli,newamerican,4.5,22,898.4513658852536,55.850554,-4.248127,"55.850554,-4.248127"
194,Sloans,bars,3.5,60,970.2874690108903,55.850554,-4.248127,"55.850554,-4.248127"
195,Babbity Bowster,pubs,4.0,33,953.5535181829295,55.850554,-4.248127,"55.850554,-4.248127"
196,Laurieston Bar,pubs,4.5,18,726.0208752111213,55.850554,-4.248127,"55.850554,-4.248127"
197,Two Fat Ladies at The Buttery,seafood,4.5,48,915.3924909288739,55.85378,-4.279158,"55.85378,-4.279158"
198,La Fiorentina,italian,4.5,19,25.772152103279247,55.85378,-4.279158,"55.85378,-4.279158"
199,India Quay,indpak,4.0,34,489.8114434118477,55.85378,-4.279158,"55.85378,-4.279158"
200,King Tut's Wah Wah Hut,pubs,4.5,66,1322.238291752521,55.85378,-4.279158,"55.85378,-4.279158"
201,Glasgow Science Centre,museums,4.0,52,1095.1933113422494,55.85378,-4.279158,"55.85378,-4.279158"
202,Nando's,hotdogs,4.0,30,273.36569321134544,55.85378,-4.279158,"55.85378,-4.279158"
203,The Fish People Cafe,cafes,4.5,14,489.11494132605674,55.85378,-4.279158,"55.85378,-4.279158"
204,Primal Roast,cafes,4.5,22,1305.019250793434,55.85378,-4.279158,"55.85378,-4.279158"
205,Clyde Arc Bridge,landmarks,4.0,16,432.5312681038276,55.85378,-4.279158,"55.85378,-4.279158"
206,The Shandon Belles,british,4.5,13,931.0951863493336,55.85378,-4.279158,"55.85378,-4.279158"
207,Scotland Street School Museums,museums,4.5,11,523.2229332095264,55.85378,-4.279158,"55.85378,-4.279158"
208,Big Licks West End,icecream,4.0,18,942.6989009189186,55.85378,-4.279158,"55.85378,-4.279158"
209,Bite Me Sandwich Bar,coffee,5.0,8,957.059808068876,55.85378,-4.279158,"55.85378,-4.279158"
210,The Ferry,british,4.0,9,702.4130847892546,55.85378,-4.279158,"55.85378,-4.279158"
211,Panda Chinese Restaurant,chinese,3.0,19,250.81628293847476,55.85378,-4.279158,"55.85378,-4.279158"
212,Frankie & Benny's,tradamerican,3.0,13,371.91488131841635,55.85378,-4.279158,"55.85378,-4.279158"
213,Istanbul Turkish,turkish,4.5,3,35.683593477,55.85378,-4.279158,"55.85378,-4.279158"
214,Home Style Authentic Indian Cusine,fooddeliveryservices,4.5,3,88.25870112595413,55.85378,-4.279158,"55.85378,-4.279158"
215,Malaga Tapas,tapasmallplates,4.0,11,949.1926012543356,55.85378,-4.279158,"55.85378,-4.279158"
216,Yen,japanese,3.0,24,587.8607450261173,55.85378,-4.279158,"55.85378,-4.279158"
217,The Glad Cafe,cafes,4.0,35,432.70727781349854,55.829057,-4.282675,"55.829057,-4.282675"
218,ORO,italian,3.5,33,74.58695263280269,55.829057,-4.282675,"55.829057,-4.282675"
219,Cafe Strange Brew,cafes,4.5,13,254.86069527256458,55.829057,-4.282675,"55.829057,-4.282675"
220,Queens Park,parks,4.5,29,936.7208794005521,55.829057,-4.282675,"55.829057,-4.282675"
221,Newlands Cafe,cafes,4.5,14,514.133145134539,55.829057,-4.282675,"55.829057,-4.282675"
222,Ranjit's Kitchen,indpak,4.5,27,1291.512541132077,55.829057,-4.282675,"55.829057,-4.282675"
223,The Butterfly and the Pig,bars,3.5,25,311.34538336548826,55.829057,-4.282675,"55.829057,-4.282675"
224,Tapa Coffeehouse,coffee,4.5,26,1062.8504927047422,55.829057,-4.282675,"55.829057,-4.282675"
225,D'nisi,cafes,4.0,17,373.8998309605732,55.829057,-4.282675,"55.829057,-4.282675"
226,The Rum Shack,caribbean,4.5,22,1166.827655241468,55.829057,-4.282675,"55.829057,-4.282675"
227,The Bungo,gastropubs,4.0,31,1097.8545952315346,55.829057,-4.282675,"55.829057,-4.282675"
228,Brooklyn Café,cafes,3.5,26,367.4522470743039,55.829057,-4.282675,"55.829057,-4.282675"
229,Deli Zola,delis,4.5,7,152.00088246625418,55.829057,-4.282675,"55.829057,-4.282675"
230,The Waverley Tea Room,bars,3.0,25,231.50687871732214,55.829057,-4.282675,"55.829057,-4.282675"
231,Di Maggios Pizzeria,pizza,3.5,16,379.8096707905459,55.829057,-4.282675,"55.829057,-4.282675"
232,The Granary,pubs,3.5,14,133.57018588838676,55.829057,-4.282675,"55.829057,-4.282675"
233,Gusto & Relish,delis,4.0,17,1044.1856418577013,55.829057,-4.282675,"55.829057,-4.282675"
234,The McMillan Southside,bars,4.0,14,668.9879732341174,55.829057,-4.282675,"55.829057,-4.282675"
235,Little India,indpak,4.0,7,31.928216181194802,55.829057,-4.282675,"55.829057,-4.282675"
236,Mulberry Street,pubs,4.0,18,1028.3046874415506,55.829057,-4.282675,"55.829057,-4.282675"
237,Pollok Country Park,parks,4.5,45,1043.0543039471188,55.827371,-4.29567,"55.827371,-4.29567"
238,The Burrell Collection,museums,4.0,33,848.6345875139801,55.827371,-4.29567,"55.827371,-4.29567"
239,Newlands Cafe,cafes,4.5,14,659.709636514756,55.827371,-4.29567,"55.827371,-4.29567"
240,ORO,italian,3.5,33,791.5004060881643,55.827371,-4.29567,"55.827371,-4.29567"
241,Cafe Strange Brew,cafes,4.5,13,1038.5990256763866,55.827371,-4.29567,"55.827371,-4.29567"
242,D'nisi,cafes,4.0,17,649.3886152050874,55.827371,-4.29567,"55.827371,-4.29567"
243,Loks Bar & Kitchen,bars,4.0,8,640.7276102164968,55.827371,-4.29567,"55.827371,-4.29567"
244,The Burrell,pubs,3.5,11,22.31638035720918,55.827371,-4.29567,"55.827371,-4.29567"
245,The Waverley Tea Room,bars,3.0,25,941.2769829789557,55.827371,-4.29567,"55.827371,-4.29567"
246,Deli Zola,delis,4.5,7,967.0889118483918,55.827371,-4.29567,"55.827371,-4.29567"
247,The Granary,pubs,3.5,14,924.2295718548796,55.827371,-4.29567,"55.827371,-4.29567"
248,Newlands Home Bakery,bakeries,4.0,5,632.7618626533358,55.827371,-4.29567,"55.827371,-4.29567"
249,Little India,indpak,4.0,7,809.9144579727913,55.827371,-4.29567,"55.827371,-4.29567"
250,Sir John Stirling Maxwell,pubs,3.0,16,680.5831433949911,55.827371,-4.29567,"55.827371,-4.29567"
251,Crystal Castle,hotdogs,4.5,4,607.6335767134219,55.827371,-4.29567,"55.827371,-4.29567"
252,Spill The Beans,coffee,3.5,8,968.4113433530501,55.827371,-4.29567,"55.827371,-4.29567"
253,Linen 1906,musicvenues,4.0,8,993.1466068782098,55.827371,-4.29567,"55.827371,-4.29567"
254,Gizzi Coffee,coffee,4.0,4,726.3657028528551,55.827371,-4.29567,"55.827371,-4.29567"
255,Granary,pubs,4.0,5,930.7543830822742,55.827371,-4.29567,"55.827371,-4.29567"
256,Tao Southside,chinese,4.0,2,666.7178760059193,55.827371,-4.29567,"55.827371,-4.29567"
257,Celino's,delis,4.5,35,132.7833964036835,55.863128,-4.210282,"55.863128,-4.210282"
258,Dennistoun Bar-B-Que,bbq,4.0,33,605.8895467020319,55.863128,-4.210282,"55.863128,-4.210282"
259,Tibo,british,4.0,35,838.17239447245,55.863128,-4.210282,"55.863128,-4.210282"
260,Coia's Cafe,cafes,4.0,38,766.2643574951188,55.863128,-4.210282,"55.863128,-4.210282"
