,locName,catName,rating,noOfReviews,distance,latitude,longitude,latlon
972,Jellyhill,coffee,3.5,14,970.6732053844748,55.883971,-4.31046,"55.883971,-4.31046"
973,Di Maggio's,pizza,4.0,9,1328.8600072184063,55.883971,-4.31046,"55.883971,-4.31046"
974,Greek Orthodox Cathedral of St Luke,churches,5.0,3,914.132446631259,55.883971,-4.31046,"55.883971,-4.31046"
975,Esquire House,pubs,3.0,13,857.6906629976278,55.883971,-4.31046,"55.883971,-4.31046"
976,Cafe Source Too,gastropubs,3.5,6,389.6365228391462,55.883971,-4.31046,"55.883971,-4.31046"
977,The Butterfly and the Pig,scottish,4.5,257,570.6252395056914,55.864563,-4.270055,"55.864563,-4.270055"
978,The Pot Still,pubs,4.5,127,791.4558357681859,55.864563,-4.270055,"55.864563,-4.270055"
979,Singl-end Garnethill,cafes,4.5,64,253.23890823403042,55.864563,-4.270055,"55.864563,-4.270055"
980,Where The Monkey Sleeps,coffee,4.5,68,525.0616183659114,55.864563,-4.270055,"55.864563,-4.270055"
981,Ox And Finch,tapasmallplates,4.5,98,921.3117294579538,55.864563,-4.270055,"55.864563,-4.270055"
982,Nanakusa,japanese,4.0,72,160.55986225826155,55.864563,-4.270055,"55.864563,-4.270055"
983,Bread Meats Bread,burgers,4.0,176,917.2261801882051,55.864563,-4.270055,"55.864563,-4.270055"
984,King Tut's Wah Wah Hut,pubs,4.5,66,381.5010966084139,55.864563,-4.270055,"55.864563,-4.270055"
985,Chinaski's,bars,4.5,43,209.79834474125377,55.864563,-4.270055,"55.864563,-4.270055"
986,Two Fat Ladies at The Buttery,seafood,4.5,48,420.6952956922113,55.864563,-4.270055,"55.864563,-4.270055"
987,Nice N Sleazy,bars,4.0,79,173.77913608913568,55.864563,-4.270055,"55.864563,-4.270055"
988,Bloc+,pubs,4.0,92,668.0364975901743,55.864563,-4.270055,"55.864563,-4.270055"
989,The Tiki Bar & Kitsch Inn,thai,4.0,64,357.4588448361246,55.864563,-4.270055,"55.864563,-4.270055"
990,Bon Accord,pubs,4.5,37,101.28878682106908,55.864563,-4.270055,"55.864563,-4.270055"
991,Sichuan House,chinese,4.5,35,321.5454554908359,55.864563,-4.270055,"55.864563,-4.270055"
992,Stereo,bars,4.5,99,844.747030804205,55.864563,-4.270055,"55.864563,-4.270055"
993,Riverhill Coffee Bar,coffee,4.5,84,993.5799273487415,55.864563,-4.270055,"55.864563,-4.270055"
994,Saramago at the CCA,cafes,4.5,42,331.6657239188325,55.864563,-4.270055,"55.864563,-4.270055"
995,McPhabbs,pubs,4.0,47,445.16923788335805,55.864563,-4.270055,"55.864563,-4.270055"
996,Mother India,indpak,4.5,71,868.7957396129626,55.864563,-4.270055,"55.864563,-4.270055"
997,Ox And Finch,tapasmallplates,4.5,98,101.61054003292469,55.865222,-4.286127,"55.865222,-4.286127"
998,Kelvingrove Art Gallery & Museum,museums,4.5,151,472.68111037935995,55.865222,-4.286127,"55.865222,-4.286127"
999,Mother India's Café,indpak,4.5,106,392.1061905023803,55.865222,-4.286127,"55.865222,-4.286127"
1000,The Butchershop Bar & Grill,steak,4.5,90,277.51944947326353,55.865222,-4.286127,"55.865222,-4.286127"
1001,Mother India,indpak,4.5,71,138.1601579695611,55.865222,-4.286127,"55.865222,-4.286127"
1002,BrewDog Glasgow,bars,4.5,107,452.5584393274155,55.865222,-4.286127,"55.865222,-4.286127"
1003,Crabshakk,seafood,4.5,53,85.63411066887299,55.865222,-4.286127,"55.865222,-4.286127"
1004,The Hidden Lane Tearoom,tea,4.5,62,192.6855197628093,55.865222,-4.286127,"55.865222,-4.286127"
1005,The 78,bars,4.0,74,78.00639064343041,55.865222,-4.286127,"55.865222,-4.286127"
1006,Kelvingrove Park,parks,4.5,42,317.338647140316,55.865222,-4.286127,"55.865222,-4.286127"
1007,The Gannet,scottish,4.5,26,73.66891000081526,55.865222,-4.286127,"55.865222,-4.286127"
1008,Kelvingrove Café,cocktailbars,4.0,67,73.74492186321525,55.865222,-4.286127,"55.865222,-4.286127"
1009,The Finnieston,seafood,4.0,53,131.54554658311702,55.865222,-4.286127,"55.865222,-4.286127"
1010,Porter & Rye,steak,4.5,28,122.00325182295674,55.865222,-4.286127,"55.865222,-4.286127"
1011,The Ben Nevis,pubs,4.5,36,18.63223319301227,55.865222,-4.286127,"55.865222,-4.286127"
1012,Tantrum Doughnut,donuts,4.5,42,407.53093261125196,55.865222,-4.286127,"55.865222,-4.286127"
1013,Stravaigin,scottish,4.5,98,846.5345251610931,55.865222,-4.286127,"55.865222,-4.286127"
1014,Roast,sandwiches,4.5,36,292.1670940711548,55.865222,-4.286127,"55.865222,-4.286127"
1015,Dumpling Monkey,dimsum,4.5,93,965.6436882898439,55.865222,-4.286127,"55.865222,-4.286127"
1016,Lebowskis,pubs,4.0,63,301.51510148917254,55.865222,-4.286127,"55.865222,-4.286127"
1017,Enzo's,hotdogs,4.0,5,574.5124161472692,55.842561,-4.217704,"55.842561,-4.217704"
1018,Harrington's Restaurant,coffee,5.0,4,820.332099747139,55.842561,-4.217704,"55.842561,-4.217704"
1019,The Little Cake Parlour,bakeries,4.5,4,868.2328802660762,55.842561,-4.217704,"55.842561,-4.217704"
1020,Saffron,indpak,4.5,3,568.0127282595488,55.842561,-4.217704,"55.842561,-4.217704"
1021,Food 2 Go,soup,5.0,2,602.9394157367229,55.842561,-4.217704,"55.842561,-4.217704"
1022,Torrance Inn,pubs,4.5,2,723.303876383393,55.842561,-4.217704,"55.842561,-4.217704"
1023,Sucre,breakfast_brunch,4.0,4,837.4980328452356,55.842561,-4.217704,"55.842561,-4.217704"
1024,James Coull,bakeries,5.0,1,554.04193862312,55.842561,-4.217704,"55.842561,-4.217704"
1025,Glasgow 2014 Athletes' Village,localflavor,5.0,1,621.5510550450805,55.842561,-4.217704,"55.842561,-4.217704"
1026,Scarecrow Grill,pubs,5.0,1,613.0433560814863,55.842561,-4.217704,"55.842561,-4.217704"
1027,Cuningar Loop,parks,4.5,2,980.299693995271,55.842561,-4.217704,"55.842561,-4.217704"
1028,Super Cook,hotdogs,5.0,1,616.7783951368184,55.842561,-4.217704,"55.842561,-4.217704"
1029,Marini's Fish Bar,fishnchips,3.5,3,770.7678622989981,55.842561,-4.217704,"55.842561,-4.217704"
1030,Tasty Spot,hotdogs,3.5,2,569.8062336165588,55.842561,-4.217704,"55.842561,-4.217704"
1031,Marini's Fish Bar,seafood,4.0,1,780.628740156102,55.842561,-4.217704,"55.842561,-4.217704"
1032,Thistle Bar,pubs,4.0,1,777.7424885883255,55.842561,-4.217704,"55.842561,-4.217704"
1033,Arthurlie Inns,pubs,4.0,1,820.332099747139,55.842561,-4.217704,"55.842561,-4.217704"
1034,Camphill Vaults,pubs,4.0,1,820.332099747139,55.842561,-4.217704,"55.842561,-4.217704"
1035,McDonalds,hotdogs,4.0,1,867.0605780272152,55.842561,-4.217704,"55.842561,-4.217704"
1036,Big Coffee Cup,cafes,3.0,2,666.6972357782694,55.842561,-4.217704,"55.842561,-4.217704"
1037,Paesano Pizza,pizza,4.5,150,752.6670734105081,55.853194,-4.246983,"55.853194,-4.246983"
1038,The Wilson Street Pantry,cafes,4.5,86,594.2573983863666,55.853194,-4.246983,"55.853194,-4.246983"
1039,Café Gandolfi,seafood,4.5,67,585.3727675109486,55.853194,-4.246983,"55.853194,-4.246983"
1040,Mono,bars,4.0,86,280.2222912350362,55.853194,-4.246983,"55.853194,-4.246983"
1041,13th Note,bars,4.0,85,316.16625453395386,55.853194,-4.246983,"55.853194,-4.246983"
1042,Bread Meats Bread,burgers,4.0,176,1099.4746180056845,55.853194,-4.246983,"55.853194,-4.246983"
1043,Riverhill Coffee Bar,coffee,4.5,84,981.9944590344609,55.853194,-4.246983,"55.853194,-4.246983"
1044,Trans-Europe Café,modern_european,4.5,42,349.58451762348517,55.853194,-4.246983,"55.853194,-4.246983"
1045,BrewDog DogHouse,pubs,4.5,48,689.750752666744,55.853194,-4.246983,"55.853194,-4.246983"
1046,Stereo,bars,4.5,99,1116.6438417984825,55.853194,-4.246983,"55.853194,-4.246983"
1047,Blackfriars,pubs,4.0,59,549.2540564611605,55.853194,-4.246983,"55.853194,-4.246983"
1048,Tempo Tea Bar,bubbletea,4.5,37,782.2225847283644,55.853194,-4.246983,"55.853194,-4.246983"
1049,The Dhabba,indpak,4.0,54,545.7399127982245,55.853194,-4.246983,"55.853194,-4.246983"
1050,Hutchesons Bar & Brasserie,scottish,4.0,51,733.7621307404371,55.853194,-4.246983,"55.853194,-4.246983"
1051,Russian Cafe-Gallery Cossachok,russian,4.5,32,410.68451579237916,55.853194,-4.246983,"55.853194,-4.246983"
1052,Drygate Brewing Co,breweries,4.0,82,1132.7649730900657,55.853194,-4.246983,"55.853194,-4.246983"
1053,Alston Bar & Beef,steak,4.5,51,1037.2574383598694,55.853194,-4.246983,"55.853194,-4.246983"
1054,Ichiban,japanese,4.0,74,708.0077621511647,55.853194,-4.246983,"55.853194,-4.246983"
1055,Chaakoo Bombay Cafe,indpak,4.5,33,1055.0354738429874,55.853194,-4.246983,"55.853194,-4.246983"
1056,Glasgow Green,parks,4.5,25,500.0011876401885,55.853194,-4.246983,"55.853194,-4.246983"
1057,The Butterfly and the Pig,scottish,4.5,257,1271.533060914352,55.855185,-4.273478,"55.855185,-4.273478"
1058,The Pot Still,pubs,4.5,127,1306.1003863980231,55.855185,-4.273478,"55.855185,-4.273478"
1059,Two Fat Ladies at The Buttery,seafood,4.5,48,645.2542049039935,55.855185,-4.273478,"55.855185,-4.273478"
1060,Stereo,bars,4.5,99,1169.0999387255285,55.855185,-4.273478,"55.855185,-4.273478"
1061,Where The Monkey Sleeps,coffee,4.5,68,1213.8801294009131,55.855185,-4.273478,"55.855185,-4.273478"
1062,King Tut's Wah Wah Hut,pubs,4.5,66,982.2111580363794,55.855185,-4.273478,"55.855185,-4.273478"
1063,Bloc+,pubs,4.0,92,1312.5132138513836,55.855185,-4.273478,"55.855185,-4.273478"
1064,Alston Bar & Beef,steak,4.5,51,1142.2416196700713,55.855185,-4.273478,"55.855185,-4.273478"
1065,Pickled Ginger,sushi,4.5,43,919.3406606537721,55.855185,-4.273478,"55.855185,-4.273478"
1066,India Quay,indpak,4.0,34,578.4412276706101,55.855185,-4.273478,"55.855185,-4.273478"
1067,Nando's,hotdogs,4.0,30,153.29779966729794,55.855185,-4.273478,"55.855185,-4.273478"
1068,Bon Accord,pubs,4.5,37,1007.4699391413261,55.855185,-4.273478,"55.855185,-4.273478"
1069,Gamba,seafood,4.5,38,1142.5238700199052,55.855185,-4.273478,"55.855185,-4.273478"
1070,Primal Roast,cafes,4.5,22,968.307353543162,55.855185,-4.273478,"55.855185,-4.273478"
1071,Lebowskis,pubs,4.0,63,1117.4643959356376,55.855185,-4.273478,"55.855185,-4.273478"
1072,Opium,dimsum,4.5,32,1309.367093843649,55.855185,-4.273478,"55.855185,-4.273478"
1073,La Fiorentina,italian,4.5,19,410.4582528700202,55.855185,-4.273478,"55.855185,-4.273478"
1074,Meat Bar,bars,4.0,58,1256.2065877785612,55.855185,-4.273478,"55.855185,-4.273478"
1075,The Steamie Coffee Roasters,cafes,4.5,29,1135.2667504240237,55.855185,-4.273478,"55.855185,-4.273478"
1076,The Fish People Cafe,cafes,4.5,14,569.9824646867718,55.855185,-4.273478,"55.855185,-4.273478"
1077,Battlefield Rest,italian,4.5,27,63.25688251029322,55.827395,-4.265319,"55.827395,-4.265319"
1078,Sapori d'Italia,italian,5.0,16,387.29573669344865,55.827395,-4.265319,"55.827395,-4.265319"
1079,Queens Park,parks,4.5,29,418.7218710027884,55.827395,-4.265319,"55.827395,-4.265319"
1080,Hooked,fishnchips,4.5,18,397.2765294729678,55.827395,-4.265319,"55.827395,-4.265319"
1081,The Glad Cafe,cafes,4.0,35,966.818688694667,55.827395,-4.265319,"55.827395,-4.265319"
1082,Tapa Coffeehouse,coffee,4.5,26,1010.7798233935196,55.827395,-4.265319,"55.827395,-4.265319"
1083,Tinto Tapas Bar,tapas,3.5,26,117.05967162340693,55.827395,-4.265319,"55.827395,-4.265319"
1084,Clockwork Beer Co,pubs,3.5,41,624.2848279474845,55.827395,-4.265319,"55.827395,-4.265319"
1085,Milk Cafe,cafes,5.0,10,949.6939323562665,55.827395,-4.265319,"55.827395,-4.265319"
1086,Cafe Strange Brew,cafes,4.5,13,1013.170945487897,55.827395,-4.265319,"55.827395,-4.265319"
1087,Light Bite,coffee,5.0,4,125.46321051674721,55.827395,-4.265319,"55.827395,-4.265319"
1088,Gusto & Relish,delis,4.0,17,1000.7368978400947,55.827395,-4.265319,"55.827395,-4.265319"
1089,The Butterfly and the Pig,bars,3.5,25,963.3959443412834,55.827395,-4.265319,"55.827395,-4.265319"
1090,Queens Cafe,cafes,4.0,14,772.8937593505105,55.827395,-4.265319,"55.827395,-4.265319"
1091,Shezan Tandoori,indpak,4.5,8,491.5444163955845,55.827395,-4.265319,"55.827395,-4.265319"
1092,Allison Arms,pubs,4.0,16,1041.142270357558,55.827395,-4.265319,"55.827395,-4.265319"
1093,Frosoulla's,greek,3.5,11,147.4853384015582,55.827395,-4.265319,"55.827395,-4.265319"
1094,Mulberry Street,pubs,4.0,18,1020.3692268949334,55.827395,-4.265319,"55.827395,-4.265319"
1095,Church On The Hill,pubs,3.0,25,398.0358274669194,55.827395,-4.265319,"55.827395,-4.265319"
1096,Queens Park Flag Pole,parks,4.5,7,505.61165589700477,55.827395,-4.265319,"55.827395,-4.265319"
1097,Cherry & Heather,cafes,4.5,14,257.2569601169128,55.850987,-4.301448,"55.850987,-4.301448"
1098,Glasgow Science Centre,museums,4.0,52,964.8685284735271,55.850987,-4.301448,"55.850987,-4.301448"
1099,House For An Art Lover,landmarks,4.5,25,875.9060451652078,55.850987,-4.301448,"55.850987,-4.301448"
1100,Bite Me Sandwich Bar,coffee,5.0,8,468.84499539519686,55.850987,-4.301448,"55.850987,-4.301448"
1101,Bellahouston Park,parks,4.5,11,948.6583495695546,55.850987,-4.301448,"55.850987,-4.301448"
1102,The Sportsman,fishnchips,4.0,6,414.0434347704264,55.850987,-4.301448,"55.850987,-4.301448"
1103,The Balcony Cafe,cafes,4.0,4,221.01504605721735,55.850987,-4.301448,"55.850987,-4.301448"
1104,Beirut Star,lebanese,5.0,2,189.47778138410018,55.850987,-4.301448,"55.850987,-4.301448"
1105,Art Lovers Cafe,french,5.0,3,875.9060451652078,55.850987,-4.301448,"55.850987,-4.301448"
1106,Chilli Cottage,indpak,3.5,3,335.04100775443317,55.850987,-4.301448,"55.850987,-4.301448"
1107,The Louden Tavern: Ibrox Stadium,pubs,2.5,10,425.99891613874865,55.850987,-4.301448,"55.850987,-4.301448"
1108,Copper Pot,coffee,4.0,2,253.76173332277753,55.850987,-4.301448,"55.850987,-4.301448"
1109,New Star,chinese,3.5,4,380.30377397365794,55.850987,-4.301448,"55.850987,-4.301448"
1110,The Kensington,pubs,2.5,6,282.8554586328041,55.850987,-4.301448,"55.850987,-4.301448"
1111,Kismet Tandoori,indpak,5.0,1,361.99489633954477,55.850987,-4.301448,"55.850987,-4.301448"
1112,Tartan Fish & Chips,fishnchips,3.0,4,380.6664613287361,55.850987,-4.301448,"55.850987,-4.301448"
1113,One 2 Wan,hotdogs,4.0,2,406.01679246299295,55.850987,-4.301448,"55.850987,-4.301448"
1114,Glasgow Tower,landmarks,4.5,2,824.7017788402668,55.850987,-4.301448,"55.850987,-4.301448"
1115,Globe Cafe,coffee,4.5,3,894.1022253256427,55.850987,-4.301448,"55.850987,-4.301448"
1116,The Argyle House Restaurant,british,4.5,2,533.8491479584875,55.850987,-4.301448,"55.850987,-4.301448"
1117,Cherry & Heather,cafes,4.5,14,924.7070631657092,55.845518,-4.286476,"55.845518,-4.286476"
1118,The Fish People Cafe,cafes,4.5,14,888.9864262615414,55.845518,-4.286476,"55.845518,-4.286476"
1119,La Fiorentina,italian,4.5,19,1016.2695277596224,55.845518,-4.286476,"55.845518,-4.286476"
1120,Bite Me Sandwich Bar,coffee,5.0,8,841.0220265692616,55.845518,-4.286476,"55.845518,-4.286476"
1121,The Bungo,gastropubs,4.0,31,1366.2106104997795,55.845518,-4.286476,"55.845518,-4.286476"
1122,Scotland Street School Museums,museums,4.5,11,915.8038154507361,55.845518,-4.286476,"55.845518,-4.286476"
1123,Malaga Tapas,tapasmallplates,4.0,11,763.4583950789332,55.845518,-4.286476,"55.845518,-4.286476"
1124,Ollie's,breakfast_brunch,4.5,7,1039.9059982324384,55.845518,-4.286476,"55.845518,-4.286476"
1125,Moyra Janes,coffee,4.0,9,1109.0533747560385,55.845518,-4.286476,"55.845518,-4.286476"
1126,Pollokshields Burgh Hall,landmarks,5.0,2,774.3216974712778,55.845518,-4.286476,"55.845518,-4.286476"
1127,Istanbul Turkish,turkish,4.5,3,990.4865893748056,55.845518,-4.286476,"55.845518,-4.286476"
1128,Maxwell Park,parks,5.0,2,869.9785299049698,55.845518,-4.286476,"55.845518,-4.286476"
1129,Home Style Authentic Indian Cusine,fooddeliveryservices,4.5,3,1070.173595634143,55.845518,-4.286476,"55.845518,-4.286476"
1130,New Anand,indpak,3.5,9,1276.3362106204095,55.845518,-4.286476,"55.845518,-4.286476"
1131,La Tea Doh,delis,3.5,7,1009.0924560669315,55.845518,-4.286476,"55.845518,-4.286476"
1132,Globe Cafe,coffee,4.5,3,761.7678582260892,55.845518,-4.286476,"55.845518,-4.286476"
1133,Beirut Star,lebanese,5.0,2,997.8639839260467,55.845518,-4.286476,"55.845518,-4.286476"
1134,District Bar,pubs,2.5,7,789.264592152949,55.845518,-4.286476,"55.845518,-4.286476"
1135,Lebowskis South,pubs,3.5,5,1267.7549121136399,55.845518,-4.286476,"55.845518,-4.286476"
1136,Chilli Cottage,indpak,3.5,3,930.8929134848667,55.845518,-4.286476,"55.845518,-4.286476"
1137,Oriental Express,hotdogs,3.5,4,22.408399781327876,55.882232,-4.230428,"55.882232,-4.230428"
1138,Oriental Cuisine,hotdogs,4.5,2,69.57462287803573,55.882232,-4.230428,"55.882232,-4.230428"
1139,Greggs,bakeries,5.0,1,173.98679375615146,55.882232,-4.230428,"55.882232,-4.230428"
1140,Lets Wok N Roll,hotdogs,3.0,2,106.35934444975108,55.882232,-4.230428,"55.882232,-4.230428"
1141,KFC,hotdogs,2.5,5,958.399244516953,55.882232,-4.230428,"55.882232,-4.230428"
1142,Ashfield Bar,pubs,3.0,2,984.3529509523484,55.882232,-4.230428,"55.882232,-4.230428"
1143,Thomsons Public House,pubs,5.0,1,176.6717794312329,55.882232,-4.230428,"55.882232,-4.230428"
1144,Chakwal Tandoori,indpak,1.0,2,157.6748925442222,55.882232,-4.230428,"55.882232,-4.230428"
1145,Bells Bar,pubs,1.0,1,18.31323071115324,55.882232,-4.230428,"55.882232,-4.230428"
1146,Vito's,fishnchips,1.5,2,990.6389978590247,55.882232,-4.230428,"55.882232,-4.230428"
1147,Clockwork Beer Co,pubs,3.5,41,685.1209037549445,55.817338,-4.262688,"55.817338,-4.262688"
1148,Barbarossa Restaurant,wine_bars,4.0,12,79.02699120432055,55.817338,-4.262688,"55.817338,-4.262688"
1149,Old Smiddy,pubs,4.0,13,412.26951158774716,55.817338,-4.262688,"55.817338,-4.262688"
1150,Ashoka Southside,indpak,4.0,11,717.4815459945765,55.817338,-4.262688,"55.817338,-4.262688"
1151,Tinto Tapas Bar,tapas,3.5,26,1018.5870471824502,55.817338,-4.262688,"55.817338,-4.262688"
1152,Shezan Tandoori,indpak,4.5,8,1030.6624948780304,55.817338,-4.262688,"55.817338,-4.262688"
1153,The Fifteen,chinese,4.0,8,544.3778577377254,55.817338,-4.262688,"55.817338,-4.262688"
1154,Da Vinci Takeaway,hotdogs,4.0,7,620.3199823721036,55.817338,-4.262688,"55.817338,-4.262688"
1155,Holmwood House,museums,4.5,3,554.6732507454326,55.817338,-4.262688,"55.817338,-4.262688"
1156,Soup's On and The Cake Lady,coffee,4.5,2,185.36956272230907,55.817338,-4.262688,"55.817338,-4.262688"
1157,Frosoulla's,greek,3.5,11,1032.9529865823818,55.817338,-4.262688,"55.817338,-4.262688"
1158,Cathay Cuisine,japanese,3.5,3,192.24837618859465,55.817338,-4.262688,"55.817338,-4.262688"
1159,The Bank,pubs,3.5,11,937.5315062804531,55.817338,-4.262688,"55.817338,-4.262688"
1160,Stefano's Pizzeria,pizza,4.0,6,1000.0519105499399,55.817338,-4.262688,"55.817338,-4.262688"
1161,Beechings Public House,pubs,3.0,5,48.476452387770294,55.817338,-4.262688,"55.817338,-4.262688"
1162,Wee China,malaysian,4.0,5,963.6904998703204,55.817338,-4.262688,"55.817338,-4.262688"
1163,Cafe Royale,coffee,4.0,3,539.0183858095847,55.817338,-4.262688,"55.817338,-4.262688"
1164,Caffe Coupa,hotdogs,4.5,2,185.36956272230907,55.817338,-4.262688,"55.817338,-4.262688"
1165,The White Elephant,bars,2.5,10,552.4702731671201,55.817338,-4.262688,"55.817338,-4.262688"
1166,The River Cart,localflavor,5.0,1,143.72901469738048,55.817338,-4.262688,"55.817338,-4.262688"
1167,Jist Misto,italian,4.5,3,1143.3053063714453,55.836355,-4.335149,"55.836355,-4.335149"
1168,Baxters Take Away,british,5.0,1,774.1963024833366,55.836355,-4.335149,"55.836355,-4.335149"
1169,Alexandra Park,parks,4.5,12,719.2425244462572,55.867405,-4.192788,"55.867405,-4.192788"
1170,Cafe Zecchino,cafes,4.5,5,966.3732826056009,55.867405,-4.192788,"55.867405,-4.192788"
1171,Poa San Restaurant,chinese,4.0,7,885.1441295973153,55.867405,-4.192788,"55.867405,-4.192788"
1172,Bennys Fish & Chicken Bar,fishnchips,3.5,8,1073.0243376668807,55.867405,-4.192788,"55.867405,-4.192788"
1173,punjab karahi,hotdogs,3.5,3,841.0273325680063,55.867405,-4.192788,"55.867405,-4.192788"
1174,Lee Wah,hotdogs,3.0,2,1066.415045147505,55.867405,-4.192788,"55.867405,-4.192788"
1175,Baking For You,bakeries,3.0,1,893.2078202674455,55.867405,-4.192788,"55.867405,-4.192788"
1176,Wee Indian,indpak,1.0,1,1207.1979997958247,55.867405,-4.192788,"55.867405,-4.192788"
1177,The Hot Spot,indpak,1.0,1,1207.1979997958247,55.867405,-4.192788,"55.867405,-4.192788"
1178,Cafe Spice,hotdogs,3.0,1,966.3732826056009,55.867405,-4.192788,"55.867405,-4.192788"
1179,China Chef,chinese,1.0,1,839.2704287878994,55.867405,-4.192788,"55.867405,-4.192788"
1180,New Panda House,hotdogs,1.0,2,888.9965211751712,55.867405,-4.192788,"55.867405,-4.192788"
1181,Jaconelli's,hotdogs,4.5,11,110.19360514570829,55.891127,-4.290879,"55.891127,-4.290879"
1182,111 By Nico,bars,4.5,12,1043.8793520948452,55.891127,-4.290879,"55.891127,-4.290879"
1183,The Spice Room,indpak,5.0,3,305.03308136137184,55.891127,-4.290879,"55.891127,-4.290879"
1184,Fireman Gates,landmarks,5.0,2,187.9093309551535,55.891127,-4.290879,"55.891127,-4.290879"
1185,Killermont Polo Club,indpak,4.5,5,1095.2213169935292,55.891127,-4.290879,"55.891127,-4.290879"
1186,McDonald's Restaurants,restaurants,2.5,6,573.2621383573817,55.891127,-4.290879,"55.891127,-4.290879"
1187,Maryhill Burgh Halls,culturalcenter,3.0,1,81.38903085567712,55.891127,-4.290879,"55.891127,-4.290879"
1188,Wongs Restaurant,chinese,2.5,7,1072.565411116634,55.891127,-4.290879,"55.891127,-4.290879"
1189,The Lockhouse Bar & Restaurant,bars,2.5,2,157.8020695859407,55.891127,-4.290879,"55.891127,-4.290879"
1190,Kelbourne Street Playpark,localflavor,4.0,2,1040.936883390571,55.891127,-4.290879,"55.891127,-4.290879"
1191,Spice Of India,indpak,5.0,1,1041.5114789264776,55.891127,-4.290879,"55.891127,-4.290879"
1192,Frampton's Night Clubs,bars,2.5,3,536.8074611305583,55.891127,-4.290879,"55.891127,-4.290879"
1193,Rams Head,pubs,3.5,3,895.2033973740658,55.891127,-4.290879,"55.891127,-4.290879"
1194,North Kelvin Meadow,parks,4.0,1,1028.7423514155817,55.891127,-4.290879,"55.891127,-4.290879"
1195,Viking Bar,pubs,2.0,4,618.6923326508303,55.891127,-4.290879,"55.891127,-4.290879"
1196,Greggs,bakeries,3.0,1,768.7464949741678,55.891127,-4.290879,"55.891127,-4.290879"
1197,Jacqui's,breakfast_brunch,3.0,1,773.8158702986001,55.891127,-4.290879,"55.891127,-4.290879"
1198,Wok Cuisine,hotdogs,2.5,2,1041.4799205645415,55.891127,-4.290879,"55.891127,-4.290879"
1199,Mono,bars,4.0,86,846.4482671645831,55.848564,-4.250996,"55.848564,-4.250996"
1200,13th Note,bars,4.0,85,869.34362672971,55.848564,-4.250996,"55.848564,-4.250996"
1201,Trans-Europe Café,modern_european,4.5,42,918.8289436052046,55.848564,-4.250996,"55.848564,-4.250996"
1202,Glasgow Green,parks,4.5,25,760.285669042719,55.848564,-4.250996,"55.848564,-4.250996"
1203,Russian Cafe-Gallery Cossachok,russian,4.5,32,965.9350455061382,55.848564,-4.250996,"55.848564,-4.250996"
1204,Laurieston Bar,pubs,4.5,18,689.6870376857861,55.848564,-4.250996,"55.848564,-4.250996"
1205,Nic's NYC Deli,newamerican,4.5,22,1023.5588053839574,55.848564,-4.250996,"55.848564,-4.250996"
1206,People's Palace and Winter Gardens,museums,4.0,31,894.9473989468526,55.848564,-4.250996,"55.848564,-4.250996"
1207,Scotia Bar,pubs,4.0,27,752.0431083500306,55.848564,-4.250996,"55.848564,-4.250996"
1208,Yelp Event: Backstage Tour at Citizens Theatre,yelpevents,5.0,6,271.15669745477913,55.848564,-4.250996,"55.848564,-4.250996"
1209,Café Source,pubs,4.5,18,869.7360964989577,55.848564,-4.250996,"55.848564,-4.250996"
1210,Babylon Cafe,mideastern,4.5,10,845.2715940314356,55.848564,-4.250996,"55.848564,-4.250996"
1211,Nando's,hotdogs,4.0,24,993.5593493616769,55.848564,-4.250996,"55.848564,-4.250996"
1212,Obsession of India,indpak,5.0,10,1084.0325556995663,55.848564,-4.250996,"55.848564,-4.250996"
1213,Maggie May's,bars,3.5,41,1018.7841624651801,55.848564,-4.250996,"55.848564,-4.250996"
1214,Rose & Grants,coffee,4.0,21,982.1880358466561,55.848564,-4.250996,"55.848564,-4.250996"
1215,The Clutha Bar,pubs,4.0,15,650.944480398558,55.848564,-4.250996,"55.848564,-4.250996"
1216,Macsorley's,pubs,4.0,24,1058.3571203520096,55.848564,-4.250996,"55.848564,-4.250996"
1217,Tron Theatre,theater,4.0,12,965.9041145709484,55.848564,-4.250996,"55.848564,-4.250996"
1218,Brazen Head,pubs,5.0,4,251.4741919923119,55.848564,-4.250996,"55.848564,-4.250996"
1219,The Butterfly and the Pig,scottish,4.5,257,407.27228477886376,55.860776,-4.258597,"55.860776,-4.258597"
1220,The Pot Still,pubs,4.5,127,243.89145048768418,55.860776,-4.258597,"55.860776,-4.258597"
1221,Bread Meats Bread,burgers,4.0,176,164.76285731125293,55.860776,-4.258597,"55.860776,-4.258597"
1222,Paesano Pizza,pizza,4.5,150,514.2042911829755,55.860776,-4.258597,"55.860776,-4.258597"
1223,Riverhill Coffee Bar,coffee,4.5,84,171.6380370971261,55.860776,-4.258597,"55.860776,-4.258597"
1224,Stereo,bars,4.5,99,52.42346816481075,55.860776,-4.258597,"55.860776,-4.258597"
1225,Alston Bar & Beef,steak,4.5,51,75.86338715536856,55.860776,-4.258597,"55.860776,-4.258597"
1226,Where The Monkey Sleeps,coffee,4.5,68,397.0496404301642,55.860776,-4.258597,"55.860776,-4.258597"
1227,Bloc+,pubs,4.0,92,357.19675817280915,55.860776,-4.258597,"55.860776,-4.258597"
1228,The Wilson Street Pantry,cafes,4.5,86,826.7953502859659,55.860776,-4.258597,"55.860776,-4.258597"
